ID;Author;Country;Title;Url;;;
1104;"Weeks, John H.		";;"				Anthropological Notes on the Bangola of the Upper Congo River (JAI XXXIX, 1909).";;;;
1105;"Weeks, John H.		";;"				Congo Life and Folklore. 2 parts. London, 1911.";https://archive.org/details/congolifefolklor00week , ;;;
1106;;;;;;;
1107;"*Wehrhan, Karl.	Die Sage. Leipzig, 1908.";;;;;;
1108;;;;;;;
1109;"Weicker, G.		";;Der Seelenvogel in der alten Literatur und Kunst. Leipzig, 1902.;;;;
1110;;;;;;;
1111;"*Wells, John Edwin.	";;A Manual of Writings in Middle English. New Haven, 1916.;;;;
1112;;;;;;;
1113;"*Werner, Alice.	";;African Mythology (The Mythology of all Races VII). Boston, 1925.;http://archive.org/stream/themythologyofal07alexuoft#page/n9/mode/2up ;;;
1114;;;;;;;
1115;"*Werner, E. T. C.	";;Myths and Legends of China. London, 1922.;http://www.gutenberg.org/ebooks/15250?msg=welcome_stranger ;;;
1116;;;;;;;
1117;"Wesselski, Albert.	";;*Die SchwÑnke und Schnurren des Pfarrers Arlotto. 2 vols. Berlin. 1910.;;;;
1118;"Wesselski, Albert.	";;"				*Heinrich Bebels SchwÑnke. 2 vols. MÅnchen, 1907.";;;;
1119;"Wesselski, Albert.	";;"				*Erlesenes (Gesellschaft deutscher BÅcherfreunde in Bîhmen VIII). Prag, 1928.";;;;
1120;"Wesselski, Albert.	";;"				*Die Begebenheiten der beiden Gonnella. Weimar, 1920.";;;;
1121;"Wesselski, Albert.	";;"				*Der Hodscha Nasreddin. 2 vols. Weimar, 1911.";;;;
1122;"Wesselski, Albert.	";;"				*M‰rchen des Mittelalters. Berlin, 1925.";;;;
1123;"Wesselski, Albert.	";;"				*Mînchslatein. Leipzig, 1909.";;;;
1124;"Wesselski, Albert.	";;"				*Die Novellen Girolamo Morlinis. MÅnchen, n. d.";;;;
1125;"Wesselski, Albert.	";;"				Versuch einer Theorie des M‰rchens. Reichenberg i. B., 1931.";;;;
1126;;;;;;;
1127;"Wessman, V. E. V.	";;Fîrteckning îver SÑgentyperna (Finlands Svenska Folkdiktning II). Helsingfors, 1931.;;;;
1128;;;;;;;
1129;"WF				= Western Folklore (continuation of California Folklore Quarterly). Berkeley (Cal.), 1942 ff.";;;;;;
1130;;;;;;;
1131;"*Wheeler, Gerald Camden.	";;Mono-Alu Folklore. London, 1926. Tales referred to by number.;;;;
1132;;;;;;;
1133;"*Wilken, G. A.		";;Verspreide Geschriften. 4 vols. 'sGravenhage, 1912.;;;;
1134;;;;;;;
1135;"*Willans, R. H. K.	";;The Konnoh People (African Society Journal VIII [1908--09]).;https://academic.oup.com/afraf/article-abstract/VIII/XXX/130/9898/THE-KONNOH-PEOPLE?redirectedFrom=fulltext , https://academic.oup.com/afraf/article-abstract/VIII/XXXI/288/177022/THE-KONNOH-PEOPLE-PART-II?redirectedFrom=fulltext;;;
1136;;;;;;;
1137;"*Williams, C. A.	";;Oriental Affinities of the Legend of the Hairy Anchorite. Urbana (Ill.), 1925.;;;;
1138;;;;;;;
1139;"*Wimberly, L. C.	";;Folklore in the English and Scottish Ballads. Chicago, 1928.;"https://babel.hathitrust.org/cgi/pt?id=mdp.39015038902642;view=1up;seq=7 " ;
1140;;;;;;;
1141;"*Winger, Bjorn.	";;A Classification of Motifs in Eskimo Folk-Literature. (Unpublished M. A. thesis. Indiana University Library).;;;;
1142;;;;;;;
1143;"*Winter, Leo.		";;Die deutsche Schatzsage. Wattenscheid, 1925.;;;;
1144;;;;;;;
1145;"Wolf, W.			";;Der Mond im deutschen Volksglauben. BÅhl (Baden). 1929.;;;;
1146;;;;;;;
1147;"*Woodson, Carter Godwin.	";;African Myths. Washington, D. C., 1928.;;;;
1148;;;;;;;
1149;"WÅnsche, A.		";;Die Sagen vom Lebensbaum und Lebenswasser, altorientalische Mythen. Leipzig, 1905.;;;;
1150;"WÅnsche, A.		";;"				*Der Sagenkreis vom geprellten Teufel. Leipzig and Wien, 1905.";;;;
1151;;;;;;;
1152;;;;;;;
1153;*Ynglinga saga (ed. C. SÑve). Uppsala, 1854.;;;;;;
1154;;;;;;;
1155;*Yngvarssaga v°dfîrla (ed. E. Olson). Kobenhavn, 1912.;;;;;;
1156;;;;;;;
1157;;;;;;;
1158;*Zachariae, Theodor.;;Kleine Schriften. Bonn and Leipzig, 1920.;;;;
1159;;;;;;;
1160;Zingerle, I. V.;;Sagen aus Tirol. 2d ed. Innsbruck, 1891.;https://archive.org/details/bub_gb_4v8NAQAAIAAJ ;;;
1161;;;;;;;
1162;Zong in-Sob.;;Folk Tales from Korea. London, 1952.;;;;
1163;;;;;;;
1164;"ZsES				= Zeitschrift fÅr Eingeborenen-Sprachen.";;;;;;
1165;;;;;;;
1166;"ZsKS				= Zeitschrift fÅr Kolonialsprachen. Berlin, 1913 ff.";;;;;;
1167;;;;;;;
1168;"*Zs.f.Vksk.		= Zeitschrift des Vereins fÅr Volkskunde. 38 vols. Berlin, 1891--1928. Continued as Zeitschrift fÅr Volkskunde. Berlin, 1929 ff.";;;;;;
